Date,Time,Number,Message
5/16/2024,15:39:18,+918425937865,Print karte wakt banta
11/10/2024,20:44:48,+918425937866,Pehle pdf pc pe save hoti
11/4/2024,01:17:51,+918425937876,End ki baat hai wo
12/17/2024,04:51:57,+918425937859,toh like 2 pdf bnega na
6/2/2024,13:26:50,+918425937839,Ek DWG file banti aur ek pdf banti
5/7/2024,03:14:39,+918425937890,bhej na woh tut
4/8/2024,16:34:18,+918425937820,There's missing edge in FV.Just focus on steps to create pdf file.
4/3/2024,17:03:55,+918425937817,oh okai
4/6/2024,08:51:36,+918425937835,Paper bhejo na koi
4/23/2024,15:03:17,+918425937863,Question papers bhejte raho guys <This message was edited>
11/1/2024,16:16:52,+918425937884,Dusra set bhi bhejo
8/4/2024,03:15:56,+918425937861,Wohi bhejo guys
2/21/2024,10:37:26,+918425937835,Ist ka solution bhejo koi sectional ka
5/28/2024,03:28:12,+918425937870,Ye 3 drawings ke questions hai kya kisike pas
9/9/2024,23:06:58,+918425937872,Cp experiment 20 ka flowchart hai kya kisike paas ??
10/17/2024,17:41:12,+918425937893,Physics ka punishment wala assignment likha ho toh bhej do na
10/17/2024,11:40:55,+918425937851,math ka bhi
7/29/2024,22:26:54,+918425937846,Likhke submit bhi Kardiya Bhai
12/30/2024,18:56:49,+918425937860,Phy ^^
3/21/2024,01:59:31,+918425937862,Thank you @918779139310 bhai🔥🔥
10/30/2024,21:46:21,+918425937813,Iska solns hai kisipe?
6/27/2024,05:48:38,+918425937865,physics ka graph hai kya ?
3/24/2024,23:15:03,+918425937855,Kisi ke pass maths ka corrective measurements ka assignment ke answers hai kya?
9/11/2024,03:00:42,+918425937860,Chem ka ho kispe corrective wala toh bhej do
12/9/2024,00:27:05,+918425937865,Anyone have cp ka??
12/4/2024,10:34:58,+918425937854,Previous year ppr??
5/26/2024,23:24:40,+918425937869,Guys book review bhejo na iks ka
3/19/2024,22:48:50,+918425937820,Kya hai ye 😂
6/28/2024,14:23:19,+918425937827,If any body has taken plastic file from physics lab wapas ake dedo
2/28/2024,19:24:14,+918425937890,Kisko library me id mila hai to bol do
10/15/2024,18:37:30,+918425937853,Tune liya kya?💀
10/10/2024,19:47:15,+918425937839,Rakh le kal dedena
3/15/2024,02:00:38,+918425937834,Take it from the lost and found
1/5/2024,15:20:30,+918425937835,CP output photos urgent bhejdo koi
1/14/2024,16:16:23,+918425937875,Jisko bhi graphics sheet complete karwani hai tho 200 Rs per page honga sheets tumhari
7/24/2024,12:42:20,+918425937845,What about assignment book?
5/28/2024,21:33:42,+918425937871,300 dunga 3 sheet + filing <This message was edited>
10/14/2024,18:39:02,+918425937876,500 for 3 sheets
7/19/2024,18:28:20,+918425937867,300 sahi hai bhai
4/1/2024,12:47:32,+918425937826,Startups fail hai tumlog ke saamne
9/25/2024,01:23:36,+918425937859,Koi batao to sahi
11/28/2024,14:55:24,+918425937819,Batane ka 20 rupay bhai
10/7/2024,17:08:52,+918425937827,Mai wo information dekhunga uska 30 rupay
4/12/2024,05:37:24,+918425937856,Bhai na tera na uska 400 mai done karo
2/11/2024,03:46:47,+918425937848,Nai tere liye mai hai
6/10/2024,07:46:29,+918425937862,Kisi ke pass engineering Graphics ka Rubrics hoga toh Please send karo
4/13/2024,18:19:45,+918425937846,If anyone has gotten chemistry practical sheets and assignment with the name Sahebjot Singh Please return it to me
4/10/2024,09:14:19,+918425937841,Can Anyone send The answers For punishment Assignment For Physics
1/6/2024,07:48:44,+918425937840,@919892413507
11/10/2024,04:37:21,+918425937874,Does anyone recognise him
2/21/2024,20:29:46,+918425937883,If someone does contact me or Priya Gupta mam
4/15/2024,19:09:26,+918425937853,"If anyone finds a c-type vooc charger with a red cord, please hmu, I forgot it in the chem lab"
6/8/2024,12:53:59,+918425937890,nahi milega
7/13/2024,07:18:46,+918425937864,Practical exam ka timetable aaya ho toh bheji
2/26/2024,13:39:23,+918425937822,Bhejo
12/27/2024,15:02:10,+918425937873,thoda enhance kar bhai photo ko
1/21/2024,22:09:55,+918425937831,kaafi dark hai
1/9/2024,22:15:57,+918425937857,image
5/10/2024,13:28:12,+918425937818,College Mei chori hori bc
4/14/2024,19:31:09,+918425937826,College cctv aur kya expect kar sakte hai bhai
12/30/2024,08:29:55,+918425937879,Dark toh zindagi bhi hai
10/23/2024,15:29:39,+918425937894,✅😂
3/21/2024,18:05:12,+918425937897,this same guy was stalking nilesh sir for some reason
1/26/2024,19:22:34,+918425937879,tf bhai
2/2/2024,15:17:14,+918425937898,sheet complete karne ke liye lekar jana tha kya 😭
10/4/2024,00:16:53,+918425937841,sir ko
8/11/2024,06:29:29,+918425937883,for sometime sir kidhar toh gaye the
12/13/2024,06:20:28,+918425937883,"brodie asked ""sir washroom gaye hai kya"""
9/5/2024,02:49:34,+918425937864,Bhai par yeh hai kon
3/25/2024,03:29:10,+918425937847,Haina even I noticed
6/22/2024,14:00:54,+918425937858,Jeffrey Dahmer
8/25/2024,06:06:28,+918425937834,He was just waiting there
2/15/2024,08:09:29,+918425937899,For hours
3/1/2024,22:21:41,+918425937856,for 3-4h
11/7/2024,19:17:01,+918425937851,eggzactly
3/12/2024,10:44:55,+918425937850,Kyu ki bhai
4/29/2024,16:34:42,+918425937844,Ha na bc🤣🤣🤣
5/19/2024,09:28:11,+918425937872,crazy scenes horay kjsit mai🤣🤣
9/15/2024,09:15:04,+918425937827,Pucha ?
2/19/2024,20:22:39,+918425937868,galli khayega pakka
4/29/2024,15:17:40,+918425937852,Crazy scenes
8/27/2024,08:41:32,+918425937836,@919978692005 🥊
7/24/2024,19:04:26,+918425937841,Bhot jayda bhai
9/8/2024,22:10:52,+918425937863,Out of all other subjects CP hi gayab hona tha? 💀 20 experiments
4/8/2024,05:42:28,+918425937815,20 exp hai isliye gayab hua
9/9/2024,18:31:01,+918425937832,Sahi baat hai 😆 <This message was edited>
6/7/2024,19:27:09,+918425937830,Behind every theft. There will always be a nigga
5/15/2024,08:59:50,+918425937895,💀🤣
6/28/2024,02:32:12,+918425937893,Ye Shayad Meko Kahi Dekha Dekha lag raha
9/14/2024,19:43:14,+918425937831,Bhai zor dal dimaag pe
4/3/2024,05:41:15,+918425937873,robocon ke Baju wale room me Shayad
1/23/2024,09:25:33,+918425937896,The big REVEAL?
9/5/2024,21:29:32,+918425937886,***Shit reveal 🤣
3/24/2024,17:14:05,+918425937841,Not sure though
12/29/2024,18:03:26,+918425937855,Same skin tone And body figure hai
7/3/2024,23:00:39,+918425937822,I have never opened This group So many times ever Before
8/15/2024,16:27:08,+918425937825,NLI hai Uske vaju mei
5/12/2024,22:25:12,+918425937887,Bhai wo Umesh hoga
3/6/2024,12:14:55,+918425937892,chup bey
11/12/2024,15:20:06,+918425937892,But kya voh 1st yr wala he hai idk
12/21/2024,08:04:49,+918425937861,sab kaale log umesh nahi rehte🤣
10/20/2024,18:08:58,+918425937828,Ha thode @919004657415 bhi hote hai
6/8/2024,21:26:04,+918425937818,bhai dil ki baat bol dii
10/30/2024,08:55:46,+918425937857,@919004657415 mai na sehta
3/28/2024,00:34:33,+918425937827,Jiska File gayab hua hai Ek baar Check karle Ye pic Udhar ke committee me puchke
10/27/2024,09:01:58,+918425937867,@918862020563 yeh hai woh
6/9/2024,12:12:38,+918425937879,🌟 Attention All College Innovators! 🌟
7/24/2024,22:41:44,+918425937825,2nd & 3rd May
2/22/2024,15:43:44,+918425937842,"April 30th, 11"
2/19/2024,22:47:44,+918425937881,does anyone have a pdf of graphics module by anychance
3/25/2024,02:58:22,+918425937864,Does anyone have the ABC ID google form ?
5/26/2024,05:06:08,+918425937899,Kisiko agar aaj on the spot sheets banwana hai toh 150 per diagram
5/20/2024,19:42:14,+918425937844,😶‍🌫
3/14/2024,20:14:59,+918425937838,Exam Form reopen karwaya hai….jisko fill karna hai karlo
8/25/2024,17:25:53,+918425937858,Iska 2nd drawimng complete hai?
12/16/2024,14:43:04,+918425937876,Konsa second?
5/23/2024,05:57:32,+918425937872,Section ke 2 question hai
8/14/2024,18:28:52,+918425937820,"Master all 20 experiments with clear explanations, verified flowcharts (by our college's CP faculty!), and easy-to-copy code in the full version!"
5/26/2024,07:49:28,+918425937828,Aisehi 20 expirements ka pdf bhi bhejde 😅
11/5/2024,05:41:33,+918425937833,Guys cp ka practical kitne marks ka hoga?
7/20/2024,11:27:39,+918425937814,25
1/25/2024,14:48:07,+918425937817,And flow chart banana padega?
7/12/2024,10:00:56,+918425937893,Yess IG
1/7/2024,11:36:57,+918425937838,Bc kidhar?
8/8/2024,14:50:15,+918425937845,Confirm karle ekbaar Bhai
2/12/2024,13:41:50,+918425937881,Bhai flowchart computer mai kaisa banyenge?
5/7/2024,06:01:19,+918425937874,sheet hoga Na Kuch toh
12/15/2024,08:43:32,+918425937825,Ya viva jo 10marks ka hai
1/14/2024,14:21:26,+918425937833,Bhai ye bakchodi nhi honi chaiye
4/9/2024,13:25:48,+918425937810,Usme puchega
3/1/2024,04:38:19,+918425937853,Bhai ye koi class mai info nahi deta sahi se
9/1/2024,14:44:38,+918425937853,🙂‍↔ viva mai sirf yahi karne wala hu
10/3/2024,06:37:02,+918425937821,Can someone please send me pcs exp 5
6/29/2024,03:08:20,+918425937843,If Anyone wants pcs experiment 9 and 10 DM me
6/17/2024,11:41:30,+918425937820,Document share kar <This message was edited>
9/21/2024,02:41:01,+918425937811,Classroom se lele bhai
3/3/2024,03:33:36,+918425937839,Sabka nhi aaya hai
7/28/2024,15:12:04,+918425937873,19 experiments hai cp me Jo kiye hai
11/12/2024,16:04:27,+918425937892,Manual me jo hai
5/14/2024,11:45:36,+918425937846,Flow chart nahi banana kya??
6/27/2024,03:56:25,+918425937856,Flowchart aur algorithm dono likhne hai
10/19/2024,23:18:33,+918425937872,Ma'am ne kuch mention nahi Kiya hai pr flowchart ka
5/28/2024,18:04:31,+918425937859,Maine puchha toh bola haan
11/9/2024,12:06:22,+918425937819,Bhai code bhi likhneka hai?
6/3/2024,07:35:21,+918425937857,"ha bhai, practical hai"
3/20/2024,06:08:23,+918425937851,main toh code hai
3/29/2024,00:38:40,+918425937845,💀 toh code computer mai dalneka Hai?
8/20/2024,10:17:13,+918425937811,Fir aim wagera paper pe?
8/27/2024,06:50:05,+918425937894,Passing marks Kitna hai?
8/10/2024,09:40:21,+918425937828,Bhai ye cp nahi ho raha hai
10/12/2024,00:05:09,+918425937840,Any tips?
2/26/2024,16:40:30,+918425937836,Consider bombing
10/14/2024,09:09:53,+918425937891,Bore ho raha hai bhai
2/26/2024,02:08:51,+918425937890,Ijjat se bol rahi bhai
10/11/2024,14:18:28,+918425937881,Shanti sabko
7/29/2024,01:32:08,+918425937878,Boom🤩🔥
6/23/2024,10:42:57,+918425937866,Uda de college ko @919892807086 bhai
7/5/2024,12:19:41,+918425937813,😂😂 bhai bomb bananeko bhi bore ho raha hai
4/17/2024,02:06:35,+918425937886,College ab kya band hai 15 may tak?
2/21/2024,20:14:45,+918425937821,🙂 mai pakk jaunga bc ghar mai
10/6/2024,03:25:09,+918425937834,"Padhne ka mann nahi hai tabtak theek tha,"
3/23/2024,02:10:13,+918425937814,bhai mereko toh uthne ka bhi maan nahi hai kal
11/24/2024,20:06:30,+918425937852,Bus hogaya hai engineering
5/23/2024,01:21:39,+918425937844,Kabhi kirti sir ko clg ke bhar mat milna🙏🏾
4/23/2024,07:36:51,+918425937861,Se*
3/1/2024,13:10:09,+918425937833,aase kya hua tere sath
8/18/2024,22:46:48,+918425937838,Train mai baithkar mechanics padhaa diya kya chunabhatti se mulund tak ?
7/10/2024,00:17:52,+918425937871,Sir aur mai same jagah pe round mar rahe the
5/9/2024,16:41:48,+918425937862,Baat karliya aake
5/19/2024,21:35:40,+918425937863,Submission hua Sab Aisa bola Nahi tune?
7/9/2024,07:42:00,+918425937812,Nahi bus puche idhar rehta h kya
5/28/2024,10:13:24,+918425937855,Aur ghoor rahe the
2/25/2024,04:50:58,+918425937843,👀ha sir aap kidhar rehte poochna tha
8/2/2024,09:30:04,+918425937861,Konsi Building Mai rehte Aap
6/13/2024,14:26:09,+918425937862,What if KP is Jeffrey dahmer ?
11/18/2024,02:16:07,+918425937857,Same dikhte
10/8/2024,15:09:14,+918425937855,"Are apne idhar 1st sem me ek ladke ne submission late Kia tha , to use sir ne ghutno pe bithwa dia tha"
4/23/2024,21:49:40,+918425937846,Hath upar karke
2/9/2024,13:40:11,+918425937820,Symptoms match ho rahe unke dahmer se
1/11/2024,03:30:58,+918425937877,Bhai mai toh cr hu class ka mereko toh roj good morning bolte hai
2/5/2024,05:21:58,+918425937823,Ek baar ghar jaate time Pura rasta baat kar rahe the
11/14/2024,03:05:00,+918425937859,Mai bhi chuityagiri karke us din sion se gaya
4/6/2024,08:59:06,+918425937870,Accha khasa chunabhatti se chala jata
5/7/2024,01:14:43,+918425937821,Ik the name...😂😅
7/20/2024,22:23:14,+918425937883,Mai bach gaya
3/30/2024,14:02:37,+918425937873,Dost log bhi the🙏🏾
2/1/2024,21:22:29,+918425937838,😂😂 mereko Maja bohot ayi par puri class ki report le raha tha sir
8/4/2024,21:44:08,+918425937873,Bola ye bacha padhta hai nahi pahta hai
8/22/2024,19:57:10,+918425937810,Mai toh bol raha tha sir Mai khud pehli baar naam sun raha hu inlog ke
10/27/2024,19:33:57,+918425937892,In the CP practical examination you will get an aim/program statement
7/8/2024,03:53:46,+918425937867,"You students have to write the name of the program statement on the given answersheet.You have to write algorithm, flowchart,program on that answer sheet."
6/4/2024,23:28:46,+918425937877,Program execution is most important in all the CP practical examination.
2/20/2024,03:17:54,+918425937882,You all have to execute the given program/problem statement.
11/5/2024,21:03:13,+918425937857,So do practice of programs.
6/9/2024,13:00:46,+918425937861,Being your CP theory teacher I know all of you will write algo and will draw flowchart.
2/24/2024,03:57:29,+918425937827,In oral external any questions from any(6) modules
5/2/2024,19:33:45,+918425937869,Subject teacher head Reshma ma'am ka message 😳 <This message was edited>
11/2/2024,01:17:19,+918425937865,Subject teacher head Reshma ma'am ke flowcharts 😳
10/6/2024,16:01:45,+918425937892,Ab flowcharts bhi karo
7/11/2024,18:11:37,+918425937871,Bc agar isme fail hue to?
6/12/2024,13:25:21,+918425937897,n don`t forget to bring your theory teacher 🐈
2/8/2024,19:16:28,+918425937836,Vaishali ma'am ne to sirf Algo Code and Output krne bola hai
10/23/2024,20:38:48,+918425937871,it depends from teacher to teacher
3/5/2024,22:05:33,+918425937842,tumhare maam ne jo bola hai follow that
12/5/2024,05:57:08,+918425937845,Humari mam kon hai?
3/10/2024,22:24:43,+918425937874,Lab wali ya theory wali?
9/12/2024,21:01:50,+918425937839,?? Iski online copy mil sakti idhar ?
2/18/2024,08:08:55,+918425937833,1 to 19 code hai kisipe?
9/13/2024,14:56:09,+918425937870,"📢 Join us at the C Cube Club's open-source event! 🚀 Dive into collaborative development, version control, and real-world problem-solving. Sharpen your skills and enhance your portfolio with valuable contributions. Don't miss out on thrilling C-Cube merchandise and T-shirts! Register now at the link given below. See you there! 🌟"
3/3/2024,12:45:54,+918425937868,//docs.google.com/forms/d/e/1FAIpQLSeYSRDos5WMdbwaQEH12HPvK1wEVahe9pE3QjFnRMxhBFoTYQ/viewform?usp=sf_link
2/27/2024,04:53:56,+918425937811,CP TT1 QB ans
10/13/2024,19:22:55,+918425937874,f
9/20/2024,00:51:40,+918425937837,aaj jinka viva hua tha unko kya questions puche the?
12/6/2024,09:20:50,+918425937830,GOD bhai👑🙏
10/18/2024,06:00:33,+918425937841,starting ke roll number ko jyada and harder
10/3/2024,21:26:35,+918425937819,ending walo ko nikhat aasan and at max 3 question
3/26/2024,14:33:31,+918425937849,Koi ESE ka tt bhejo
5/7/2024,13:17:37,+918425937890,batchwise bol rha h ki overall pure din ka?
7/14/2024,20:02:15,+918425937831,overall
12/21/2024,10:36:57,+918425937816,toh last session waalo ko sabse easy?
8/5/2024,23:56:47,+918425937853,mbn
12/28/2024,03:27:29,+918425937862,Last batch ko easy puchre?
2/4/2024,09:12:37,+918425937836,"Get ready to transcend the ordinary and explore the extraordinary at ASCend Beyond, CareerBeam Festival 2024! 🎉"
8/19/2024,09:00:33,+918425937855,Guys kisi ko koi subject ke importance mile tho send kar Dona plss
1/21/2024,08:34:43,+918425937821,9 din hai paper ko
11/27/2024,18:24:45,+918425937869,9 din sirf
1/13/2024,02:10:09,+918425937875,Maths end sem ka syllabus and weightage
9/21/2024,03:31:41,+918425937814,Hai toh send karo na pls
4/18/2024,15:41:44,+918425937878,Nhi hai isme
2/27/2024,16:59:48,+918425937824,Plus it's 72 pages
5/6/2024,02:24:34,+918425937861,Sem 1 ke neeche dekh bro
2/24/2024,06:16:38,+918425937887,Weightage chahiye
11/26/2024,18:12:21,+918425937830,ye sab kya karay tu??
12/14/2024,13:30:08,+918425937867,iske liye
11/22/2024,11:15:43,+918425937831,Tu apna to bata @918369739886
10/7/2024,10:50:40,+918425937865,Tu kkrh philaal
9/30/2024,03:31:55,+918425937892,timepass
1/8/2024,03:15:01,+918425937838,Fr na
2/13/2024,05:44:30,+918425937828,Sadly mereme tere jaise skills nhi 😓
9/25/2024,11:28:35,+918425937862,Yeh bolke bhi tu pass karta hai ek raat main padhke
4/8/2024,00:29:07,+918425937887,Ye time fail hu bhai
8/29/2024,05:45:27,+918425937857,Maths me
3/3/2024,11:42:49,+918425937865,chal LT sikha dunga😂
1/12/2024,00:27:14,+918425937873,Nhi bhai voh sab nhi
11/6/2024,23:20:11,+918425937874,Abbe koi syllabus and weightage maango yaar
4/9/2024,11:51:30,+918425937861,Maths ka
7/30/2024,14:41:19,+918425937819,Yup I have specs
11/8/2024,19:02:24,+918425937811,Check karwa
11/24/2024,01:58:49,+918425937846,Thanku!
12/24/2024,08:05:00,+918425937856,Kisi ke pass chem ka questionaries jo t1 and t2 mai mile tha unke ans hai ??
2/28/2024,10:11:01,+918425937888,Subject
8/28/2024,21:09:56,+918425937817,maths
2/1/2024,10:35:53,+918425937815,Ashutosh patel goated
6/2/2024,06:16:41,+918425937815,Bhai tujhe 14 saal Pehele ka record kese mila??
11/20/2024,20:56:17,+918425937892,kuch chize raaz hi rehne chahiye 🤫
12/6/2024,04:35:06,+918425937811,Kaha se milla merko batana
1/7/2024,16:26:53,+918425937869,come in my dms babu 😘 (😂)
11/29/2024,16:52:05,+918425937811,Eww😂
12/13/2024,07:24:41,+918425937887,Aae lavde
3/5/2024,03:31:37,+918425937882,Dur reh
1/6/2024,01:25:12,+918425937822,Zala is already taken😂
1/20/2024,02:21:39,+918425937848,Rikshaw chala rha hoga abhi <This message was edited>
6/17/2024,06:50:14,+918425937859,2012 14 saal pehele tha? 💀😭
11/27/2024,23:55:59,+918425937858,koi baat nahi sabke samne sharmane ki zaroorat nahi zala
8/1/2024,21:43:34,+918425937816,yes by me 😎
4/2/2024,09:36:22,+918425937839,Gayy spotted😂
8/12/2024,18:44:12,+918425937836,@918169338123 bhai sab kya hai yeh
11/26/2024,13:10:01,+918425937815,@918169338123 toh janta bhi nahi tuze
12/30/2024,05:35:25,+918425937833,Lavdeya labun bol <This message was edited>
9/27/2024,17:00:34,+918425937868,Bhai tum dono mai kiska role kya hai wo bata pahale 🤣 <This message was edited>
7/26/2024,15:09:37,+918425937845,kisike pass iske solutions hai?
10/10/2024,18:38:41,+918425937825,@919674878598 pedo right?
10/4/2024,05:02:51,+918425937850,Accurate introduction of antop hill
11/3/2024,18:19:59,+918425937858,💀 bhai 69 calls from fbi
1/15/2024,16:02:21,+918425937897,prolly at 9
10/7/2024,12:08:07,+918425937828,KJ Harshal Dave Sy.vcf (File attached)
11/14/2024,23:56:47,+918425937897,"he Is currently A Last Year student working in colgate, do Contact him"
5/17/2024,17:53:12,+918425937860,Mai close-up use krta hu
5/30/2024,17:54:07,+918425937813,😮‍💨
8/6/2024,06:31:52,+918425937853,Dost ne daala hai msg
7/19/2024,08:00:15,+918425937823,Aur delete for me kr diya
7/30/2024,04:51:00,+918425937893,*Virtual internship for 2 months in collaboration with Top MNC COMPANIES WITH INDUSTRIAL EXPERIENCE*
2/4/2024,09:49:15,+918425937841,Kisi pai nitin sir ke practice question ka solutions hai??
6/8/2024,13:42:23,+918425937836,Bcoz this internship is *FREE & UNPAID*
8/14/2024,16:14:31,+918425937853,* fill this given form below👇🏻
6/29/2024,23:08:37,+918425937897,Dear All students
9/1/2024,09:49:35,+918425937815,Last date Is Today itself
4/16/2024,21:36:59,+918425937883,Kisi ke pas maths ke pyq hai ?
6/8/2024,12:22:39,+918425937861,3rd link
2/23/2024,13:41:47,+918425937845,Koi woh internship karne ka soch raha kya???
7/27/2024,16:08:46,+918425937886,Coep ka nehru planetarium wala <This message was edited>
9/15/2024,10:06:58,+918425937842,coep cell likh
10/6/2024,15:44:43,+918425937855,✋
8/9/2024,02:08:01,+918425937880,Iska solution Han kisi ka pe
8/19/2024,14:28:47,+918425937815,Sandhya Deshpande ... No thanks 😭
1/25/2024,14:00:57,+918425937861,has kya raha bhai tujhe bhi malum hai
2/6/2024,22:03:10,+918425937870,galat bola mai ?
11/17/2024,04:50:54,+918425937817,Usk3 sath kidhr nhi jaana 😂 <This message was edited>
10/15/2024,19:09:34,+918425937862,paisa mila toh bhi nahi
3/7/2024,18:42:03,+918425937843,heh..... mujhe laga yeh sem khatam hone baad ja rahe hai hum banglore
1/18/2024,16:46:34,+918425937819,😂😂 nhi bhai
7/3/2024,02:05:06,+918425937851,Ye konse xhqprwr ka hai?
2/25/2024,08:23:27,+918425937811,Bhai English ke subtitles bhej isme
11/6/2024,22:12:11,+918425937844,Chapter bhai
1/5/2024,06:14:21,+918425937869,💀🙏
3/12/2024,22:06:28,+918425937890,DUIS 🙂
1/8/2024,21:54:02,+918425937840,w preparation
7/25/2024,21:54:20,+918425937850,Crazy weather
8/7/2024,11:24:44,+918425937821,Kya sexyyyyy baarish ho raha
5/18/2024,19:41:50,+918425937861,Achanak Kashmir ban gaya Mumbai
11/19/2024,15:10:49,+918425937867,Bachao bachao
7/16/2024,00:07:42,+918425937868,Bhai jo streets pe the unhone to yahi kia hoga😂
6/3/2024,23:12:46,+918425937810,Bus ek aeroplane 🛫✈️ ka intezar haaii !
11/15/2024,15:08:55,+918425937865,Tu clg me kya kar raha
6/9/2024,20:07:56,+918425937899,Subah subah padhne aaya tha achche mausam main💀💀 Shaam tak mausam bigad gaya
5/21/2024,14:38:03,+918425937894,Clg? Padhne? 💀
10/30/2024,05:34:27,+918425937833,Ye Mausam me toh padhai hone se rahi
1/3/2024,06:37:57,+918425937861,Itni baarish ho ki principle nalle mai beh jae 💀🙏
2/12/2024,03:17:24,+918425937858,Amen
3/23/2024,07:39:52,+918425937835,Principal accha hai
11/9/2024,09:48:03,+918425937877,Usdin tt khelne ko bula rha tha
8/18/2024,07:11:42,+918425937816,Just me trying to find a reason for not studying*
5/30/2024,03:54:18,+918425937879,*Harsha
6/14/2024,18:24:16,+918425937838,*Nitin
2/17/2024,18:42:45,+918425937886,*K...
10/13/2024,19:52:13,+918425937885,"Achha hai sirf ""K..."" likha hai tune"
8/5/2024,19:03:30,+918425937894,Agar uska naam likh deta na
10/14/2024,14:50:30,+918425937863,To sidha knock knock FBI ho jaata tere saath
11/24/2024,23:49:34,+918425937845,Reminder for the internship
8/27/2024,10:17:37,+918425937828,Bhai Mai soke utha confuse hogaya subhe hai ya shaam 😭
5/8/2024,01:34:18,+918425937897,Yaad ho to dopahar mai baarish hui thi
4/15/2024,23:46:58,+918425937898,Usse pehle gand jalau garam
10/4/2024,05:18:55,+918425937821,Mumbai ❌
9/7/2024,05:53:29,+918425937861,We got rains in summers before GTA VI <This message was edited>
8/16/2024,08:51:30,+918425937863,🚨 Attention! 🚨
6/9/2024,16:20:49,+918425937892,Bhai pic bheja wahi topics hai
9/10/2024,04:43:51,+918425937814,Exact differential eqs me general solution = c hai (pdf me 0 likha hai)
4/17/2024,08:09:11,+918425937833,Tune banaya?
5/5/2024,18:58:36,+918425937810,dusre clg ke frnd ne bheja
7/27/2024,20:33:49,+918425937866,Teko lagta hai woh itna kasht karega
4/11/2024,02:27:12,+918425937823,Bhai ye formula sheet dekhke aisa lag raha hai ye bhi kuch tha kya chp mai
5/10/2024,09:39:52,+918425937837,Sab bhul gaya bhai mai
1/14/2024,14:00:46,+918425937817,isme bernouli nhi hai
3/25/2024,06:45:03,+918425937814,😂 bhai mai sirf 2 module karke aa rha hu
11/19/2024,19:35:56,+918425937861,and module 6 ke bhi nhi hai
1/11/2024,20:31:10,+918425937843,Beta gamma aur module 6
9/11/2024,20:31:53,+918425937813,New chp hai
8/23/2024,17:09:42,+918425937854,Types bhi nai hai
10/18/2024,21:34:58,+918425937894,Double triple
11/4/2024,21:24:02,+918425937812,🥴 ye sab bhi desk pe likhna padega ab
7/30/2024,12:12:48,+918425937857,chod jisko refer karna karlo
11/3/2024,20:56:02,+918425937886,aur sums and ans wali pdf bhi hai
5/7/2024,23:47:40,+918425937890,chahiye toh bhejta
12/17/2024,05:03:07,+918425937824,Nahi tu rakh apne pass
7/21/2024,08:54:07,+918425937847,bhejde plz
9/25/2024,04:41:23,+918425937885,🙂‍↔ aabki sarkar prajakta sarkar for voting kindly press 🚺
7/29/2024,00:49:31,+918425937858,Bus wahi pass kar sakti hai bhai
4/24/2024,00:02:44,+918425937895,bhejjj
12/17/2024,05:09:20,+918425937859,voh yedi hai bhai
2/22/2024,18:10:54,+918425937862,excluding module 6 sab hai isme
1/18/2024,19:26:10,+918425937874,"notes, sums, sums ke answers har ek module ka"
7/2/2024,06:40:27,+918425937833,thankyouu
4/25/2024,02:01:19,+918425937879,pleasure
6/17/2024,19:11:14,+918425937840,whyyy?
9/1/2024,19:56:26,+918425937887,Kal seating arrangement bhejo guys clg pahuchoge koi clg to
1/22/2024,18:28:48,+918425937883,"Kisipe cylinder, cone, paraboloid ke eqns And Formula hai?"
4/8/2024,22:06:34,+918425937881,triple integration wala
10/25/2024,18:24:48,+918425937862,ya Koi solve Kiya hua Sum
9/25/2024,12:55:29,+918425937840,Arey bhai tu pass hone ka dekh na kyu top karne ki baat karti jai
8/26/2024,10:21:51,+918425937886,Bhai uske bhi chances nahi lagre tu top ki baat Kara hai 🥲
11/25/2024,00:09:16,+918425937848,💀 us
4/14/2024,05:28:05,+918425937845,@919820355989 ye topper sikhati bhi nahi hai. Kaise dost hai bey tu
8/7/2024,02:12:51,+918425937863,Thanks🥹
1/25/2024,01:23:33,+918425937810,Bhai..bhejo koi clg me hai to
10/23/2024,03:09:00,+918425937872,8th sem ka hai bhai <This message was edited>
7/6/2024,17:01:07,+918425937877,2nd sem ka bhejo 😅
1/18/2024,18:44:40,+918425937837,Nahi lagaya
12/13/2024,15:21:15,+918425937859,Agar Koi topics Nhi honge toh Voh Meko imp Nhi Laga Isiliye Nhi likha
7/2/2024,17:42:57,+918425937856,Tu toh devmanus Nikla re🫡
9/26/2024,08:03:37,+918425937851,Chem ka weightage distribution and paper patter hai kya ?
1/27/2024,05:28:39,+918425937863,So aur sone de
5/22/2024,20:47:54,+918425937886,Pyq refer krle
10/9/2024,11:45:29,+918425937892,Polymers-13 marks
10/14/2024,02:45:57,+918425937856,✌🏻
4/20/2024,02:45:24,+918425937899,An alloy XY of 10 gm weight contains 35% of X. The molten XY on cooling gave out
2/27/2024,14:42:39,+918425937835,kisi na solve kiya hain
2/25/2024,20:35:10,+918425937899,I have one doubt.... how do you know eutectic will be 7gm
7/1/2024,20:42:10,+918425937878,Riddhesh aur doubt??
12/3/2024,02:28:42,+918425937862,Total is taken as 100 so 100-3.5=6.5..round off mat krna
3/2/2024,08:10:16,+918425937818,gotcha tnx
10/1/2024,08:31:01,+918425937889,😭😭😂😂
5/17/2024,01:15:09,+918425937861,Question mein given hai ki after cooling it gives a eutectic of X and Y in equal percentages
